forecast_date,horizon_months,actual_supply,baseline_q50,module1_q50,module1_q50_scaled
2014-02-01,6,12129411973.0,12299571092.759216,12298009731.214806,13595957505.650028
2014-03-01,6,13642635317.0,13690261845.315804,13649807969.235168,15090426269.460474
2014-04-01,6,14739015105.0,14737760136.90294,14758770614.64237,16316430259.68664
2014-05-01,6,14441958963.0,14491261179.09611,14474614037.28,16002283431.443066
2014-06-01,6,14131294655.0,14112908169.634333,14132677437.923676,15624258403.322044
2014-07-01,6,14115471456.0,14064924603.090973,14003086601.864706,15480990383.643435
2014-08-01,6,15314135510.0,15129846810.170069,15153668189.894484,16753005833.259682
2014-09-01,6,15311949482.0,15319105391.951357,15171402352.002209,16772611681.659927
2014-10-01,6,16135798066.0,15691222193.819798,15325609165.41046,16943093680.617752
2014-11-01,6,13401732288.0,13415569906.358934,13360998843.319332,14771135856.701323
2014-12-01,6,14489462174.0,14454186932.533115,14381834863.485218,15899712224.24021
2015-01-01,6,13320512109.0,13325722992.229576,13320164098.229769,14725991360.06114
2015-02-01,6,12147033380.0,12244512658.360388,12212039383.527657,13500913736.825089
2015-03-01,6,13640767734.0,13670856722.420628,13680344804.245625,15124186001.338505
2015-04-01,6,13846694397.0,13838227094.982653,13727728667.861244,15176570818.902626
2015-05-01,6,13586956224.0,13885297938.914717,13741400294.881912,15191685367.034288
2015-06-01,6,13610916537.0,13633392632.47049,13607325792.094795,15043460468.670614
2015-07-01,6,14322958353.0,14328449922.833391,14342312406.30545,15856018516.064722
2015-08-01,6,13125503297.0,13177112395.230556,13276753989.851768,14677999692.976597
2015-09-01,6,13861045488.0,13850504524.097528,13848946408.8143,15310582036.241762
2015-10-01,6,13554712255.0,13550718122.992342,13557012492.569668,14987837038.760942
2015-11-01,6,11855356229.0,12025408562.327642,12084877302.466124,13360330806.072126
2015-12-01,6,13581128076.0,13606881048.26846,13584326371.584543,15018033659.71971
2016-01-01,6,12456584762.0,12548182971.022224,12530241718.742483,13852699556.021381
2016-02-01,6,12005416664.0,12026373912.59102,12044200666.654804,13315361105.7669
2016-03-01,6,15882037156.0,15312468144.345646,14999517340.70257,16582585705.053612
2016-04-01,6,14256086284.0,14326334867.222778,14249697438.247704,15753628845.08372
2016-05-01,6,14436541054.0,14500581804.84906,14318373377.552938,15829552931.408405
2016-06-01,6,15024868444.0,14944207596.083988,14991110192.41674,16573291255.51779
2016-07-01,6,14551800842.0,14537077254.061031,14539363981.681995,16073867168.309711
2016-08-01,6,15153544611.0,14984334923.629932,14981312146.43344,16562459111.151434
2016-09-01,6,14511045046.0,14463020600.835789,14366452367.423813,15882706239.747381
2016-10-01,6,15428124242.0,15450640050.924477,15437851963.724314,17067182728.320894
2016-11-01,6,14306893703.0,14393993857.77833,14380795362.64849,15898563013.147348
2016-12-01,6,14995700048.0,14998893896.303816,15021300357.09012,16606667729.025208
2017-01-01,6,16015322383.0,15890805708.67174,15876813261.794024,17552472566.727226
2017-02-01,6,14640813035.0,14634692446.182348,14643721308.774157,16189238502.009907
2017-03-01,6,16666647849.0,16542723618.868196,16442689006.348822,18178071565.638176
2017-04-01,6,14313490890.0,14259558711.318188,14290896586.603256,15799176204.579567
2017-05-01,6,16206726644.0,16187593780.886871,16120950644.361883,17822376522.853416
2017-06-01,6,16221936802.0,16204542428.799238,16194866522.289877,17904093577.66685
2017-07-01,6,14538702735.0,14483522734.740831,14571091061.895905,16108942765.401798
2017-08-01,6,16321024221.0,16302535818.410255,16312598455.12595,18034251090.214138
2017-09-01,6,16528007735.0,16178181050.022903,15949063189.534737,17632347844.826553
2017-10-01,6,15792710618.0,15758207947.402876,15808597727.7788,17477057477.459396
2017-11-01,6,17919251284.0,17658981345.739075,17502334758.910664,19349553694.677788
2017-12-01,6,16555913336.0,16560747493.585833,16560896412.552654,18308754733.62439
2018-01-01,6,15792705183.0,15662355136.43938,15727233165.993517,17387105595.108
2018-02-01,6,16027285171.0,16093915510.266706,16035759457.925425,17728194148.96034
2018-03-01,6,16269499964.0,16194701999.249002,16255101793.4048,17970686156.81737
2018-04-01,6,16735417807.0,16742992111.1543,16786991423.560392,18558712103.07567
2018-05-01,6,18659045468.0,17907579164.188774,18151523819.287075,20067259003.98548
2018-06-01,6,16734974592.0,16784186451.304638,16738069560.343914,18504626963.453426
2018-07-01,6,17091457368.0,16918403302.259014,17020354578.484793,18816704705.706596
2018-08-01,6,17662177999.0,16670290765.758104,16759028249.046066,18527797659.134804
2018-09-01,6,16163468299.0,15679252095.614046,16024921151.432348,17716211953.6512
2018-10-01,6,15018312664.0,15112225462.8996,15165945450.952452,16766578852.250408
2018-11-01,6,16089025644.0,16054606468.071257,15977598598.45619,17663894917.530334
2018-12-01,6,17686714202.0,17282242047.127983,17369945257.72334,19203191635.151325
2019-01-01,6,14564220624.0,14573627958.718096,14562998784.609425,16099996418.755833
2019-02-01,6,12938284687.0,12999610695.04991,12935557122.089462,14300792468.674053
2019-03-01,6,16715625564.0,16727854500.433104,16715240955.558722,18479388998.339043
2019-04-01,6,12718876580.0,12753820116.065208,12745526527.334034,14090705800.380857
2019-05-01,6,15572264308.0,15622924620.865002,15736295953.734936,17397124881.13136
2019-06-01,6,15266537991.0,15322863306.49487,15348975414.865065,16968926034.111902
2019-07-01,6,14621505917.0,14813843467.39595,14675355488.076609,16224211393.30878
2019-08-01,6,18700004068.0,18550885380.056168,18178410387.189365,20096983214.866894
2019-09-01,6,15128612959.0,15236193359.569147,15166490860.808306,16767181825.364386
2019-10-01,6,19059604038.0,17984144466.8791,18430292046.17968,20375448788.315964
2019-11-01,6,15102976816.0,15220221661.659004,15263108820.383053,16873996968.7389
2019-12-01,6,18128386618.0,17977738360.95498,17801414829.974655,19680199061.35462
2020-01-01,6,15394419240.0,15662239576.217085,16038755730.490591,17731506651.9882
2020-02-01,6,13340080769.0,14337794736.211325,15192446135.820189,16795876453.505175
2020-03-01,6,20069828156.0,15772266486.73318,16937374771.71918,18724967103.340843
2020-04-01,6,11712629059.0,15604008920.561802,16338295052.859596,18062659739.943832
2020-05-01,6,12871393722.0,16522877878.49334,17518504347.903206,19367429842.902683
2020-06-01,6,15320059641.0,15860554664.33094,16914943639.89443,18700168560.99469
2021-07-01,6,18948651730.0,14347054922.701792,14123302589.759968,15613894121.617813
2021-08-01,6,22797670023.0,14763814177.278622,14322120818.639256,15833695882.249887
2021-09-01,6,20690069970.0,15032488757.56837,15453381399.581656,17084351160.824833
2021-10-01,6,17404362145.0,15445778960.1729,15621509506.624825,17270223724.664356
2021-11-01,6,19612659252.0,14420717831.283772,14304645990.18044,15814376737.905619
2021-12-01,6,22838461230.0,16553962774.440426,17729145788.38844,19600302652.10994
2022-01-01,6,16825969850.0,15425439932.039448,16218275175.181644,17929972809.91149
2022-02-01,6,17926558167.0,15077913623.915531,16337669686.295015,18061968371.387188
2022-03-01,6,24345128144.0,16956555138.836235,18058949660.19165,19964914448.997204
2022-04-01,6,19283273155.0,17836910141.268024,18037398010.66045,19941088210.637745
2022-05-01,6,22462593594.0,16487108254.129305,16521227448.842026,18264899056.43022
2022-06-01,6,25382434138.0,16651798080.676617,19008328216.689663,21014491640.18774
2022-07-01,6,18078761012.0,17304516180.223625,16671445958.44128,18430971820.86215
2022-08-01,6,19109349191.0,15799501373.649143,15686883269.318075,17342497118.407562
2022-09-01,6,22912337265.0,17382568400.211136,16814008650.71042,18588580763.149982
2022-10-01,6,21731214143.0,17717305149.022526,16788813147.621723,18560726094.23897
2022-11-01,6,18903201958.0,18663423417.35099,17197273461.148666,19012295834.939465
2022-12-01,6,18071089869.0,17970204391.44989,16981803194.78836,18774084559.35964
2023-01-01,6,15587939055.0,17880785516.348747,17242677887.914375,19062492303.341022
2023-02-01,6,16188265112.0,16772104429.931791,16954108921.91498,18743467397.284977
2023-03-01,6,18854384035.0,17983321966.79156,17806374811.06767,19685682525.235634
2023-04-01,6,14926679028.0,17936329956.596554,18235607653.96947,20160217154.795223
2023-05-01,6,17582537728.0,19319728019.333076,18413158590.112907,20356507045.245335
2023-06-01,6,17632184717.0,18120867957.397102,18438676736.440636,20384718409.578064
2023-07-01,6,17322727545.0,19033613728.633987,17575611207.911545,19430563834.4122
2023-08-01,6,16330912909.0,19865130722.52618,17090955306.675615,18894756725.613037
2023-09-01,6,17130679988.0,19270845022.056328,20140746626.725056,22266426946.62827
2023-10-01,6,16308621366.0,20820998559.050297,19716438110.679695,21797336363.7191
2023-11-01,6,15719830912.0,19489456821.155067,18930729517.389957,20928703074.295277
2023-12-01,6,16922530187.0,19240772651.19374,17201411520.110756,19016870629.970047
2024-01-01,6,15459241727.0,16857608496.65858,15822331339.91818,17492240552.698975
2024-02-01,6,12976621615.0,15939795150.582676,15457634522.444595,17089053163.74845
2024-03-01,6,18017207600.0,17841123869.659378,16461184125.19782,18198518683.133514
2024-04-01,6,15623948502.0,16434966644.642387,15901475318.930077,17579737489.113216
2024-05-01,6,17156929700.0,17012177628.999878,16879670264.796469,18661172388.492447
2024-06-01,6,19912255337.0,17947752813.84448,17886519212.590664,19774285470.040325
2024-07-01,6,18844751694.0,16423588305.549349,16382285407.19296,18111292892.88864
2024-08-01,6,17975867131.0,18161090915.77141,17883116225.039806,19770523326.803745
2024-09-01,6,23441488042.0,16012222928.010302,15768633890.623505,17432875805.497715
2024-10-01,6,19348491244.0,17031104373.823715,16929000287.086582,18715708764.822254
2024-11-01,6,18598094478.0,15437608819.624683,14947913451.291937,16525535474.740946
2024-12-01,6,21980718113.0,15799667112.490154,15682763501.75037,17337942545.268665
2025-01-01,6,19274866754.0,17160401704.221336,17941952408.98951,19835569157.329018
2025-02-01,6,15605625706.0,15474628834.994896,16284523033.127407,18003212552.045113
2025-03-01,6,21265670708.0,18078192311.858257,17750440032.134125,19623844317.746
2025-04-01,6,16856528907.0,17118800899.401789,17884154551.508472,19771671239.58423
2025-05-01,6,17505528207.0,18806756110.75184,18382623497.45039,20322749239.60489
2025-06-01,6,20406895230.0,19784845389.11796,19862508873.939816,21958823623.325157
2025-07-01,6,16865172291.0,18854654305.33393,19566720642.583836,21631817521.355675
2025-08-01,6,16285611991.0,17501897389.315376,18103452238.503742,20014113886.69868
2025-09-01,6,19071771243.0,18950129185.502377,19196740943.293697,21222789688.442665
2025-10-01,6,18319747459.0,19012408243.227345,18434737250.454544,20380363145.170925
2025-11-01,6,22540004569.0,17450893966.72209,17998432114.34841,19898009803.480255
2025-12-01,6,26263259891.0,18565106117.282555,19537606697.096256,21599630852.59201
2026-01-01,6,,17782892794.96289,18034228912.663258,19937584641.959335
2026-02-01,6,,16036026671.697062,16736641459.637957,18503048139.16101
2026-03-01,6,,18825870902.76709,18037357368.020325,19941043278.521076
2026-04-01,6,,17290912399.471275,18650695042.276978,20619113400.27759
2026-05-01,6,,18689514127.516106,18092355626.20361,20001846123.655174
2026-06-01,6,,19406865982.893536,19220097992.801987,21248611871.016327
2026-07-01,6,,19712306528.45219,20175768839.44255,22305145448.74917
2026-08-01,6,,19783211969.181328,19381456637.815662,21427000515.09154
2026-09-01,6,,20563321693.374203,19796698544.89789,21886067587.458977
2026-10-01,6,,19834998112.76433,19555175841.30358,21619054266.89027
2026-11-01,6,,19393200438.432343,19079024841.9542,21092649678.268475
2026-12-01,6,,19392037732.22351,19103970793.54901,21120228457.699768
